num_colors,c1_h,c1_s,c1_v,c1_L,c1_a,c1_b,c2_h,c2_s,c2_v,c2_L,c2_a,c2_b,c3_h,c3_s,c3_v,c3_L,c3_a,c3_b,c4_h,c4_s,c4_v,c4_L,c4_a,c4_b,c5_h,c5_s,c5_v,c5_L,c5_a,c5_b,target_score
5,36.07,0.273,0.133,11.63,0.56,4.47,36.07,0.251,0.167,15.53,0.61,4.96,36.07,0.803,0.744,58.71,15.83,55.37,66.07,0.467,0.72,72.27,-15.78,42.32,216.07,0.999,0.82,39.36,29.47,-70.07,7.05
5,169.98,0.119,0.11,9.96,-1.72,-0.15,169.98,0.271,0.194,19.28,-6.19,-0.41,169.98,0.651,0.898,82.97,-45.07,0.57,139.98,0.541,0.688,64.74,-42.47,24.17,19.98,0.998,0.964,57.71,60.13,68.0,10.0
5,134.53,0.1,0.4,42.12,-5.57,3.04,134.53,0.1,0.4,42.12,-5.57,3.04,134.53,0.1,0.4,42.12,-5.57,3.04,179.53,0.1,0.4,42.35,-3.92,-1.29,314.53,0.1,0.4,40.17,5.65,-2.92,1.0
5,29.86,0.035,0.985,97.4,0.72,2.62,29.86,0.002,0.951,95.65,0.03,0.11,29.86,0.513,0.888,73.17,14.84,38.12,359.86,0.523,0.756,51.53,40.44,19.21,239.86,0.914,0.927,31.24,70.95,-99.06,5.37
5,108.65,0.105,0.128,12.19,-2.15,1.89,108.65,0.111,0.195,20.05,-3.23,2.84,108.65,0.521,0.676,64.11,-40.33,38.85,138.65,0.727,0.651,60.32,-51.17,33.62,258.65,0.994,0.925,33.03,75.76,-95.8,5.93
5,111.84,0.026,0.977,97.39,-2.98,2.45,111.84,0.062,0.941,93.53,-6.88,5.69,111.84,0.742,0.826,74.94,-64.06,62.5,81.84,0.758,0.623,60.39,-32.79,54.22,321.84,0.878,0.946,54.36,82.0,-18.48,5.05
5,245.03,0.183,0.115,8.46,1.68,-3.65,245.03,0.152,0.163,14.19,1.87,-4.1,245.03,0.584,0.611,33.06,29.13,-48.83,290.03,0.633,0.725,46.53,56.72,-43.81,95.03,0.884,0.823,75.38,-58.81,71.05,6.07
5,152.07,0.9,0.9,80.85,-66.86,34.25,294.74,0.053,0.91,88.9,6.01,-4.64,294.74,0.594,0.761,51.4,58.19,-41.22,324.74,0.617,0.613,40.58,46.36,-12.15,144.74,0.88,0.979,86.93,-75.1,48.15,1.0
5,355.72,0.035,0.969,94.93,3.0,0.73,355.72,0.033,0.928,91.51,2.73,0.67,355.72,0.741,0.822,47.86,60.38,30.96,40.72,0.622,0.705,61.62,4.83,44.58,175.72,0.983,0.984,89.34,-52.36,-5.52,4.83
5,287.39,0.004,0.99,98.82,0.47,-0.42,287.39,0.031,0.906,89.77,3.2,-2.82,287.39,0.67,0.69,42.42,55.91,-45.28,317.39,0.423,0.534,41.41,30.36,-12.94,137.39,0.972,0.881,78.57,-74.85,60.46,6.71
5,18.82,0.227,0.115,9.11,1.79,2.02,18.82,0.135,0.212,20.78,1.74,2.27,18.82,0.82,0.669,43.78,36.93,43.4,63.82,0.413,0.576,59.34,-11.03,31.65,228.82,0.964,0.822,30.83,53.25,-84.4,3.61
5,294.51,0.229,0.101,7.17,3.99,-2.83,294.51,0.144,0.148,13.14,3.64,-2.79,294.51,0.627,0.611,40.63,50.97,-36.18,249.51,0.544,0.578,33.66,26.65,-42.62,144.51,0.911,0.894,79.94,-71.05,46.86,6.57
5,122.88,0.035,0.991,98.32,-4.36,2.99,122.88,0.022,0.96,95.93,-2.73,1.87,122.88,0.833,0.672,61.38,-60.6,55.07,167.88,0.634,0.502,48.51,-28.73,1.64,302.88,0.956,0.839,50.51,83.94,-48.16,7.38
5,163.71,0.28,0.099,8.13,-3.04,-0.02,163.71,0.191,0.199,20.15,-4.77,0.29,163.71,0.607,0.629,59.9,-35.0,5.35,118.71,0.781,0.65,59.65,-57.39,53.21,13.71,0.952,0.868,50.15,60.9,59.35,9.22
5,221.91,0.1,0.4,40.22,0.37,-4.47,221.91,0.1,0.4,40.22,0.37,-4.47,221.91,0.1,0.4,40.22,0.37,-4.47,251.91,0.1,0.4,39.5,3.02,-5.53,11.91,0.1,0.4,40.52,2.88,2.34,1.0
5,93.67,0.1,0.4,42.42,-4.32,5.01,93.67,0.1,0.4,42.42,-4.32,5.01,93.67,0.1,0.4,42.42,-4.32,5.01,63.67,0.1,0.4,42.85,-2.27,5.69,303.67,0.1,0.4,40.23,6.04,-3.97,1.0
5,36.75,0.033,0.999,98.9,0.19,2.87,36.75,0.002,0.977,97.94,0.01,0.15,36.75,0.507,0.852,73.79,7.32,40.33,66.75,0.424,0.527,54.34,-11.66,29.81,246.75,0.973,0.824,26.85,67.63,-91.39,3.88
5,32.55,0.239,0.143,12.73,0.86,3.89,32.55,0.143,0.204,20.35,0.64,3.11,32.55,0.779,0.604,46.92,16.56,44.04,347.55,0.607,0.598,38.79,40.48,8.57,32.55,0.2,0.5,49.45,2.07,9.29,3.47
5,145.62,0.11,0.113,10.26,-1.97,0.74,145.62,0.224,0.217,21.88,-6.92,2.75,145.62,0.619,0.726,67.56,-47.38,24.0,190.62,0.643,0.72,62.21,-21.75,-19.18,145.62,0.2,0.5,51.06,-12.37,4.92,6.87
5,116.11,0.195,0.08,6.18,-2.31,1.75,116.11,0.246,0.204,20.3,-8.15,6.49,116.11,0.86,0.652,59.67,-59.23,56.88,146.11,0.404,0.745,71.2,-33.53,14.59,326.11,0.87,0.927,52.93,79.08,-10.54,8.11
5,178.49,0.006,0.954,95.86,-0.47,-0.15,178.49,0.063,0.912,91.17,-4.88,-1.49,178.49,0.569,0.849,79.94,-34.77,-8.82,148.49,0.788,0.504,47.37,-40.98,21.01,28.49,0.914,0.92,63.01,38.02,66.57,2.41
5,150.99,0.017,0.954,95.6,-1.77,0.49,150.99,0.016,0.951,95.34,-1.66,0.46,150.99,0.699,0.621,58.24,-43.72,19.18,195.99,0.673,0.502,41.49,-12.46,-18.72,0.99,0.993,0.861,46.02,71.14,59.61,5.5
5,327.77,0.9,0.9,50.77,77.52,-6.09,357.85,0.064,0.956,91.88,5.43,1.65,357.85,0.598,0.759,48.84,46.69,21.63,327.85,0.647,0.617,39.74,47.68,-9.29,207.85,0.845,0.856,54.15,3.22,-51.39,1.0
5,248.15,0.049,0.969,93.5,2.74,-5.66,248.15,0.057,0.929,89.44,3.09,-6.35,248.15,0.842,0.857,32.31,62.97,-87.12,218.15,0.668,0.79,49.35,11.31,-49.44,38.15,0.827,0.891,70.33,16.01,66.63,5.76
5,77.26,0.025,0.976,97.62,-1.65,2.73,77.26,0.028,0.96,96.15,-1.85,3.06,77.26,0.862,0.663,64.19,-33.32,62.21,32.26,0.431,0.754,66.08,8.35,28.79,77.26,0.2,0.5,52.14,-7.55,12.97,1.9
5,118.6,0.138,0.052,3.74,-0.83,0.61,118.6,0.135,0.14,13.45,-3.35,2.5,118.6,0.566,0.627,58.9,-45.15,38.83,73.6,0.433,0.542,55.25,-15.0,30.34,328.6,0.837,0.921,52.89,76.78,-7.13,10.0
5,270.42,0.133,0.06,3.99,0.69,-0.85,270.42,0.218,0.194,16.49,5.15,-6.11,270.42,0.56,0.712,44.14,41.45,-45.89,315.42,0.539,0.736,51.8,50.02,-21.7,270.42,0.2,0.5,45.2,10.38,-12.29,4.21
5,44.1,0.278,0.112,9.54,-0.3,4.09,44.1,0.219,0.219,22.0,-0.43,6.2,44.1,0.751,0.879,75.18,4.26,65.29,74.1,0.582,0.686,67.8,-23.47,48.42,224.1,0.902,0.845,37.51,39.59,-76.79,7.58
5,320.37,0.046,0.958,93.47,5.04,-2.22,320.37,0.054,0.925,90.08,5.85,-2.57,320.37,0.835,0.82,48.19,72.59,-19.97,290.37,0.426,0.705,53.28,38.51,-30.24,140.37,0.99,0.84,75.3,-71.5,55.08,5.31
5,77.05,0.105,0.072,5.65,-0.6,0.98,77.05,0.196,0.194,20.01,-3.37,5.79,77.05,0.587,0.634,62.71,-24.12,45.36,32.05,0.533,0.507,43.68,8.24,25.9,257.05,0.938,0.912,33.43,73.13,-93.23,5.94
5,91.03,0.045,0.977,97.26,-3.91,4.75,91.03,0.078,0.906,90.55,-6.27,7.65,91.03,0.635,0.714,68.09,-38.53,51.19,46.03,0.613,0.623,57.4,-0.65,42.44,241.03,0.982,0.823,26.08,67.66,-92.47,6.37
5,290.8,0.033,0.992,97.17,3.77,-3.12,290.8,0.023,0.951,94.22,2.56,-2.13,290.8,0.736,0.787,47.23,68.31,-51.74,245.8,0.452,0.78,50.54,25.57,-45.84,110.8,0.92,0.995,87.74,-81.82,81.6,5.33
5,225.94,0.046,0.962,93.71,0.69,-4.46,225.94,0.029,0.919,90.97,0.41,-2.71,225.94,0.828,0.962,44.82,40.87,-81.7,270.94,0.488,0.605,40.84,31.61,-35.13,75.94,0.813,0.99,92.58,-42.29,82.9,4.46
5,104.91,0.1,0.4,42.26,-5.08,4.76,104.91,0.1,0.4,42.26,-5.08,4.76,104.91,0.1,0.4,42.26,-5.08,4.76,134.91,0.1,0.4,42.13,-5.56,3.0,314.91,0.1,0.4,40.17,5.64,-2.89,1.0
5,257.06,0.183,0.062,3.88,0.76,-1.28,257.06,0.112,0.205,19.54,2.16,-3.49,257.06,0.857,0.703,27.49,56.24,-71.99,302.06,0.565,0.713,50.39,54.65,-33.71,257.06,0.2,0.5,44.68,8.35,-13.13,1.0
5,26.2,0.1,0.4,41.23,1.41,3.36,26.2,0.1,0.4,41.23,1.41,3.36,26.2,0.1,0.4,41.23,1.41,3.36,341.2,0.1,0.4,40.03,4.73,-0.34,236.2,0.1,0.4,39.51,1.85,-5.53,1.0
5,22.92,0.043,0.966,95.06,1.5,2.75,22.92,0.007,0.961,96.23,0.24,0.44,22.92,0.71,0.692,50.05,27.23,39.93,67.92,0.705,0.527,53.4,-17.72,47.04,232.92,0.873,0.943,36.66,58.62,-92.36,7.64
5,103.86,0.044,0.971,96.6,-4.54,4.3,103.86,0.054,0.901,90.27,-5.29,5.02,103.86,0.826,0.672,62.16,-53.82,57.75,58.86,0.636,0.644,65.06,-12.43,51.68,283.86,0.971,0.876,43.49,79.99,-70.94,7.55
5,165.44,0.05,0.986,97.78,-4.63,0.03,165.44,0.044,0.943,94.1,-3.94,0.02,165.44,0.518,0.887,82.83,-39.93,3.79,195.44,0.698,0.753,60.78,-17.55,-26.15,345.44,0.842,0.837,46.82,67.66,22.49,5.74
5,191.7,0.181,0.136,12.48,-1.95,-1.6,191.7,0.103,0.182,18.41,-1.46,-1.18,191.7,0.863,0.631,51.54,-19.41,-22.7,236.7,0.795,0.684,27.27,43.59,-69.49,41.7,0.893,0.877,70.82,11.99,70.93,8.58
5,355.78,0.048,0.987,95.61,4.16,1.03,355.78,0.078,0.908,86.96,6.41,1.62,355.78,0.612,0.987,61.99,59.44,25.31,310.78,0.562,0.524,36.9,40.52,-20.32,145.78,0.971,0.954,84.66,-75.77,50.94,3.43
5,177.8,0.1,0.4,42.34,-3.98,-1.12,177.8,0.1,0.4,42.34,-3.98,-1.12,177.8,0.1,0.4,42.34,-3.98,-1.12,147.8,0.1,0.4,42.19,-5.1,1.76,357.8,0.1,0.4,39.95,4.18,1.28,1.0
5,173.06,0.1,0.4,42.31,-4.16,-0.67,173.06,0.1,0.4,42.31,-4.16,-0.67,173.06,0.1,0.4,42.31,-4.16,-0.67,128.06,0.1,0.4,42.09,-5.8,3.66,23.06,0.1,0.4,41.07,1.73,3.13,1.0
5,242.26,0.126,0.102,7.95,0.26,-2.03,242.26,0.207,0.124,9.11,1.93,-4.51,242.26,0.882,0.842,29.21,64.03,-90.05,287.26,0.738,0.7,40.91,60.79,-49.26,242.26,0.2,0.5,44.13,6.14,-14.01,1.74
5,11.84,0.013,0.98,97.47,0.78,0.63,11.84,0.026,0.97,95.89,1.5,1.22,11.84,0.875,0.732,43.36,51.14,47.38,341.84,0.584,0.673,44.57,43.98,3.23,191.84,0.813,0.811,65.77,-23.33,-26.71,5.11
5,248.28,0.23,0.14,10.44,2.76,-5.4,248.28,0.192,0.121,9.03,2.0,-3.96,248.28,0.752,0.803,34.2,52.67,-75.85,278.28,0.656,0.675,39.54,49.98,-47.75,38.28,0.872,0.982,75.92,19.09,74.37,3.87
5,176.98,0.195,0.11,9.72,-2.61,-0.67,176.98,0.106,0.219,22.9,-2.58,-0.67,176.98,0.787,0.728,68.45,-37.89,-6.9,206.98,0.785,0.517,34.88,-1.13,-31.3,26.98,0.876,0.919,62.83,38.36,64.02,10.0
5,73.36,0.9,0.9,85.25,-38.37,81.1,137.29,0.134,0.123,11.4,-2.72,1.38,137.29,0.889,0.894,79.81,-73.49,56.15,182.29,0.459,0.63,60.79,-21.5,-8.41,347.29,0.93,0.988,53.52,79.26,38.46,1.0
5,206.33,0.9,0.9,56.38,3.06,-54.1,202.92,0.045,0.912,90.42,-1.42,-2.68,202.92,0.739,0.712,51.87,-7.45,-34.12,157.92,0.77,0.799,73.37,-53.02,17.69,352.92,0.83,0.889,49.53,69.34,36.4,1.0
5,152.37,0.164,0.059,4.27,-0.99,0.27,152.37,0.16,0.204,20.82,-4.48,1.23,152.37,0.813,0.892,80.52,-63.05,29.38,122.37,0.482,0.617,58.68,-39.14,30.95,2.37,0.815,0.924,52.18,68.1,49.17,7.98
5,205.54,0.021,0.954,95.04,-0.57,-1.36,205.54,0.05,0.908,89.72,-1.32,-3.19,205.54,0.743,0.752,52.66,-4.05,-38.69,250.54,0.411,0.708,49.05,22.49,-37.61,355.54,0.886,0.882,48.11,70.74,46.17,8.19
5,340.65,0.012,0.966,96.23,1.11,-0.11,340.65,0.057,0.965,93.22,5.53,-0.49,340.65,0.9,0.682,37.52,60.04,14.66,25.65,0.538,0.749,60.21,17.73,32.66,160.65,0.892,0.839,76.38,-57.48,18.44,5.85
5,320.18,0.1,0.4,40.14,5.45,-2.38,320.18,0.1,0.4,40.14,5.45,-2.38,320.18,0.1,0.4,40.14,5.45,-2.38,275.18,0.1,0.4,39.85,4.53,-4.96,140.18,0.1,0.4,42.15,-5.37,2.49,1.0
5,161.51,0.024,0.992,98.79,-2.3,0.19,161.51,0.053,0.935,93.2,-4.91,0.44,161.51,0.862,0.827,75.52,-55.38,15.96,191.51,0.76,0.768,63.61,-22.85,-23.98,341.51,0.864,0.887,49.42,72.3,18.02,6.12
5,324.2,0.276,0.125,9.02,5.6,-1.99,324.2,0.285,0.175,14.01,7.75,-2.72,324.2,0.679,0.89,55.89,67.46,-16.82,294.2,0.608,0.617,41.49,49.93,-35.72,324.2,0.2,0.5,46.1,12.94,-4.63,6.23
5,133.75,0.014,0.989,98.68,-1.65,0.9,133.75,0.017,0.919,92.41,-1.85,1.01,133.75,0.52,0.656,62.01,-41.18,26.87,88.75,0.585,0.738,70.7,-35.38,49.17,313.75,0.914,0.838,48.95,78.46,-30.08,7.01
5,34.3,0.9,0.9,66.42,26.07,68.12,28.12,0.064,0.915,90.08,1.48,4.35,28.12,0.639,0.619,48.93,16.64,34.91,343.12,0.569,0.633,42.46,40.63,3.83,208.12,0.964,0.857,50.14,9.92,-57.96,1.0
5,74.82,0.261,0.107,9.53,-2.56,4.31,74.82,0.223,0.166,16.73,-3.18,5.82,74.82,0.602,0.777,75.69,-27.2,55.06,29.82,0.656,0.556,44.4,14.22,33.62,254.82,0.968,0.83,28.8,68.49,-88.89,5.81
5,315.77,0.035,0.955,93.86,3.95,-2.01,315.77,0.079,0.906,87.01,8.59,-4.31,315.77,0.762,0.633,38.95,57.88,-22.32,345.77,0.758,0.656,38.28,52.58,13.78,165.77,0.836,0.909,82.7,-55.55,9.67,4.71
5,289.74,0.287,0.15,11.4,7.05,-5.77,289.74,0.187,0.143,11.95,4.35,-3.61,289.74,0.724,0.864,51.68,72.21,-55.82,244.74,0.497,0.537,32.95,20.87,-37.42,289.74,0.2,0.5,46.0,13.37,-11.01,4.42
5,21.35,0.049,0.95,93.44,1.83,2.94,21.35,0.076,0.944,91.67,2.88,4.57,21.35,0.781,0.656,45.07,31.35,41.62,51.35,0.559,0.639,61.62,-5.48,42.27,21.35,0.2,0.5,48.13,4.85,7.41,5.19
5,156.27,0.9,0.9,81.08,-64.11,27.25,240.13,0.124,0.177,16.14,1.43,-3.66,240.13,0.657,0.703,33.26,37.21,-62.52,285.13,0.406,0.623,47.5,31.43,-27.26,90.13,0.827,0.895,82.28,-55.44,74.35,3.15
5,115.03,0.018,0.98,97.83,-2.11,1.64,115.03,0.038,0.917,91.82,-4.35,3.4,115.03,0.764,0.7,64.16,-58.7,55.77,160.03,0.465,0.561,54.63,-26.75,5.24,325.03,0.934,0.902,50.77,79.09,-9.99,6.22
5,207.91,0.214,0.059,3.9,-0.26,-0.9,207.91,0.135,0.173,16.59,-0.71,-2.3,207.91,0.639,0.606,44.25,-2.76,-30.17,237.91,0.581,0.574,31.34,24.02,-45.87,207.91,0.2,0.5,47.98,-2.33,-8.22,5.26
5,259.73,0.016,0.957,94.99,1.15,-1.77,259.73,0.039,0.966,94.19,2.74,-4.2,259.73,0.84,0.855,35.39,65.5,-81.53,229.73,0.606,0.749,43.46,22.2,-52.82,79.73,0.9,0.921,85.72,-47.57,80.96,5.4
5,344.22,0.025,0.965,95.3,2.33,-0.05,344.22,0.079,0.97,92.19,7.52,-0.09,344.22,0.777,0.868,50.1,66.98,16.59,314.22,0.774,0.569,34.85,54.13,-22.27,164.22,0.961,0.95,85.57,-62.06,16.21,4.61
5,295.97,0.04,0.999,97.4,4.89,-3.71,295.97,0.037,0.959,94.07,4.45,-3.37,295.97,0.843,0.666,39.88,67.03,-45.66,325.97,0.631,0.78,50.66,56.93,-13.21,145.97,0.963,0.913,81.41,-72.93,48.34,5.08
5,103.53,0.017,0.953,95.55,-1.71,1.62,103.53,0.062,0.957,95.06,-6.29,6.02,103.53,0.721,0.815,74.8,-57.05,61.32,73.53,0.753,0.595,58.93,-24.9,53.37,283.53,0.884,0.839,43.1,75.5,-66.26,5.59
5,65.32,0.014,0.976,97.79,-0.71,1.64,65.32,0.063,0.935,93.74,-3.04,7.12,65.32,0.582,0.976,94.55,-22.87,66.36,95.32,0.611,0.509,49.44,-30.58,37.17,245.32,0.842,0.902,33.5,65.08,-91.64,5.29
5,235.33,0.9,0.9,32.52,62.78,-93.05,345.42,0.025,0.909,90.33,2.24,0.01,345.42,0.751,0.875,51.08,65.7,17.0,300.42,0.564,0.766,54.14,58.32,-37.15,195.42,0.883,0.923,69.25,-18.8,-37.04,4.13
5,311.04,0.17,0.114,8.98,3.4,-1.91,311.04,0.143,0.145,12.87,3.53,-1.99,311.04,0.759,0.829,51.41,73.06,-33.84,341.04,0.601,0.787,51.15,51.39,3.4,161.04,0.827,0.944,85.23,-60.58,17.47,9.57
5,123.63,0.9,0.9,79.96,-77.74,72.21,269.74,0.144,0.144,12.46,2.56,-3.12,269.74,0.515,0.714,46.33,37.82,-42.71,299.74,0.692,0.753,49.6,67.55,-42.87,89.74,0.941,0.834,76.66,-56.58,73.99,1.23
5,117.15,0.002,0.992,99.25,-0.22,0.16,117.15,0.047,0.904,90.44,-5.36,4.05,117.15,0.746,0.637,58.74,-54.58,50.65,87.15,0.522,0.645,63.1,-27.9,39.88,327.15,0.899,0.891,50.38,77.13,-7.27,8.04
5,101.37,0.182,0.087,7.04,-2.13,2.06,101.37,0.134,0.168,16.86,-3.15,3.15,101.37,0.655,0.653,61.7,-43.27,47.66,146.37,0.627,0.797,73.55,-51.26,25.54,281.37,0.826,0.93,48.22,78.25,-70.94,9.35
5,215.37,0.1,0.4,40.55,-0.3,-3.98,215.37,0.1,0.4,40.55,-0.3,-3.98,215.37,0.1,0.4,40.55,-0.3,-3.98,245.37,0.1,0.4,39.4,2.59,-5.69,35.37,0.1,0.4,41.68,0.47,4.01,1.0
5,320.25,0.194,0.127,10.15,4.05,-1.73,320.25,0.116,0.216,20.94,3.78,-1.64,320.25,0.743,0.87,53.14,71.63,-21.86,290.25,0.613,0.511,33.41,41.73,-32.19,110.25,0.823,1.0,88.6,-77.9,78.06,9.8
5,109.83,0.013,0.956,95.82,-1.48,1.26,109.83,0.048,0.907,90.81,-5.05,4.31,109.83,0.806,0.876,78.79,-69.22,69.52,154.83,0.534,0.583,55.96,-32.65,10.29,259.83,0.819,0.914,38.85,67.81,-84.47,6.06
5,181.35,0.011,0.991,98.98,-0.85,-0.33,181.35,0.062,0.912,91.05,-4.61,-1.77,181.35,0.53,0.847,79.38,-31.05,-11.01,151.35,0.662,0.72,66.97,-47.13,19.87,31.35,0.841,0.918,66.87,28.78,64.67,2.78
5,197.64,0.219,0.05,3.36,-0.41,-0.55,197.64,0.152,0.213,21.21,-1.87,-2.38,197.64,0.616,0.731,59.54,-14.48,-24.93,167.64,0.707,0.683,64.36,-39.52,3.34,197.64,0.2,0.5,49.26,-4.86,-6.32,6.11
5,327.75,0.019,0.975,96.54,2.0,-0.66,327.75,0.043,0.963,93.98,4.5,-1.46,327.75,0.726,0.672,41.12,55.61,-9.35,357.75,0.47,0.51,36.84,26.34,10.36,117.75,0.805,0.964,85.45,-78.68,74.29,5.34
5,107.53,0.225,0.102,8.66,-3.03,2.98,107.53,0.142,0.166,16.59,-3.57,3.2,107.53,0.544,0.763,71.48,-45.48,44.81,152.53,0.494,0.58,55.99,-31.1,10.79,317.53,0.909,0.826,47.77,76.08,-23.47,9.19
5,79.51,0.182,0.062,4.66,-0.84,1.27,79.51,0.253,0.153,15.04,-3.73,6.05,79.51,0.801,0.062,4.24,-3.25,4.75,109.51,0.525,0.605,57.8,-37.51,35.68,289.51,0.944,0.881,47.42,82.73,-65.18,3.55
5,346.75,0.011,0.982,97.74,0.99,0.03,346.75,0.079,0.93,88.81,7.09,0.3,346.75,0.855,0.859,47.73,69.34,26.48,316.75,0.436,0.664,50.55,37.47,-16.2,136.75,0.941,0.959,84.81,-79.32,63.61,5.19
5,105.7,0.227,0.057,4.06,-1.32,1.18,105.7,0.16,0.141,13.56,-3.42,3.18,105.7,0.501,0.647,61.95,-36.31,36.39,75.7,0.54,0.725,71.29,-24.17,47.03,315.7,0.834,0.818,48.67,74.07,-27.14,9.37
5,347.05,0.9,0.9,49.21,73.18,32.16,161.3,0.207,0.151,14.61,-4.19,0.47,161.3,0.716,0.632,59.51,-40.55,9.63,116.3,0.72,0.56,52.23,-48.03,44.44,11.3,0.828,0.857,51.55,55.78,50.3,1.0
5,84.9,0.1,0.4,42.54,-3.72,5.2,84.9,0.1,0.4,42.54,-3.72,5.2,84.9,0.1,0.4,42.54,-3.72,5.2,39.9,0.1,0.4,41.91,0.01,4.33,264.9,0.1,0.4,39.69,3.86,-5.22,1.0
5,125.14,0.018,0.973,97.16,-2.24,1.47,125.14,0.069,0.911,90.6,-8.0,5.31,125.14,0.522,0.721,67.35,-46.7,35.96,155.14,0.687,0.588,55.58,-39.82,14.15,275.14,0.971,0.949,42.07,81.2,-83.97,6.74
5,317.55,0.006,0.979,97.8,0.65,-0.32,317.55,0.076,0.941,90.11,8.49,-4.05,317.55,0.556,0.718,49.89,49.87,-19.82,272.55,0.504,0.775,51.23,40.74,-43.81,317.55,0.2,0.5,46.19,13.48,-6.2,6.59
5,210.36,0.109,0.13,11.76,-0.35,-1.53,210.36,0.221,0.209,19.2,-0.93,-4.64,210.36,0.667,0.747,51.59,0.55,-39.61,255.36,0.756,0.66,29.11,46.99,-62.77,0.36,0.968,0.865,46.31,71.11,58.17,7.24
5,72.85,0.002,0.954,95.88,-0.11,0.21,72.85,0.024,0.908,91.6,-1.41,2.61,72.85,0.821,0.616,60.73,-26.48,58.07,42.85,0.618,0.512,46.51,1.86,35.1,222.85,0.814,0.821,41.16,28.78,-67.24,7.28
5,122.48,0.209,0.105,8.95,-4.05,2.56,122.48,0.237,0.189,18.58,-7.57,5.44,122.48,0.816,0.607,55.87,-55.61,50.31,92.48,0.458,0.69,67.08,-28.94,36.52,122.48,0.2,0.5,50.82,-14.35,10.3,6.45
5,109.76,0.198,0.115,10.31,-3.74,3.26,109.76,0.209,0.186,18.57,-5.94,5.2,109.76,0.629,0.889,81.09,-59.32,57.9,79.76,0.644,0.702,68.24,-30.22,52.87,259.76,0.937,0.853,31.98,69.85,-86.9,6.25
5,213.84,0.102,0.084,6.54,-0.11,-0.93,213.84,0.294,0.176,14.59,-0.44,-5.74,213.84,0.873,0.803,44.92,15.44,-58.47,183.84,0.741,0.763,69.09,-31.83,-14.96,33.84,0.911,0.825,60.76,25.5,63.79,8.61
5,37.58,0.261,0.077,5.63,0.16,1.95,37.58,0.172,0.128,11.65,0.19,2.77,37.58,0.641,0.897,74.52,10.52,53.66,352.58,0.472,0.526,38.07,27.85,7.51,187.58,0.916,0.852,71.47,-30.41,-23.73,10.0
5,155.62,0.1,0.4,42.23,-4.81,1.01,155.62,0.1,0.4,42.23,-4.81,1.01,155.62,0.1,0.4,42.23,-4.81,1.01,110.62,0.1,0.4,42.18,-5.46,4.64,5.62,0.1,0.4,40.21,3.52,1.89,1.0
5,136.18,0.213,0.058,4.12,-1.37,0.71,136.18,0.294,0.214,21.12,-9.55,5.26,136.18,0.874,0.864,77.36,-71.45,55.13,166.18,0.407,0.78,74.8,-29.17,1.57,316.18,0.82,0.865,51.58,76.58,-27.6,8.73
5,195.64,0.007,0.963,96.54,-0.34,-0.37,195.64,0.026,0.971,96.56,-1.25,-1.33,195.64,0.807,0.849,65.41,-18.43,-32.63,225.64,0.774,0.688,34.39,26.1,-58.39,15.64,0.957,0.824,48.43,56.43,57.68,4.72
5,204.12,0.034,0.993,97.89,-1.08,-2.25,204.12,0.03,0.979,96.89,-0.94,-1.96,204.12,0.772,0.727,51.18,-5.29,-37.4,174.12,0.437,0.712,68.87,-26.3,-3.66,24.12,0.824,0.923,62.68,40.1,59.65,5.42
5,275.98,0.298,0.138,9.82,5.76,-6.07,275.98,0.273,0.145,10.78,5.47,-5.78,275.98,0.835,0.651,31.57,57.53,-57.11,320.98,0.654,0.548,35.55,45.21,-14.53,275.98,0.2,0.5,45.43,11.24,-11.93,1.0
5,196.66,0.1,0.4,41.5,-2.21,-2.58,196.66,0.1,0.4,41.5,-2.21,-2.58,196.66,0.1,0.4,41.5,-2.21,-2.58,151.66,0.1,0.4,42.21,-4.96,1.39,346.66,0.1,0.4,40.01,4.55,0.19,1.0
5,141.92,0.046,0.983,97.49,-5.07,2.18,141.92,0.003,0.901,91.16,-0.34,0.14,141.92,0.58,0.695,65.14,-44.71,24.68,186.92,0.469,0.605,56.72,-18.2,-10.81,141.92,0.2,0.5,51.02,-12.7,5.78,4.37
5,46.55,0.198,0.143,13.65,-0.51,4.05,46.55,0.12,0.164,16.44,-0.38,2.74,46.55,0.509,0.831,76.6,-2.12,45.16,16.55,0.449,0.778,61.84,21.86,23.28,196.55,0.982,0.882,63.35,-13.75,-40.53,9.74
5,257.78,0.027,0.975,95.77,1.83,-2.96,257.78,0.078,0.966,91.22,5.38,-8.57,257.78,0.779,0.659,28.59,49.16,-63.36,227.78,0.652,0.768,43.11,23.24,-56.19,77.78,0.827,0.943,88.29,-43.46,80.06,5.76
5,78.27,0.9,0.9,84.25,-44.85,79.87,242.67,0.213,0.2,16.62,3.06,-6.96,242.67,0.628,0.813,40.67,40.15,-66.7,212.67,0.416,0.771,61.81,-1.24,-27.01,32.67,0.93,0.851,61.19,29.14,65.23,4.18
5,311.22,0.039,0.993,96.85,4.73,-2.7,311.22,0.059,0.951,92.12,6.85,-3.88,311.22,0.711,0.993,62.36,80.87,-37.78,341.22,0.641,0.665,42.22,47.39,4.02,131.22,0.839,0.901,80.36,-74.2,61.08,2.55
